,league,side,teamname,result,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
123238,LCS,Blue,Evil Geniuses,1,26926.0,29101.0,511.0,22194.0,27928.0,476.0,4732.0,1173.0,35.0,3.0,4.0,1.0,1.0,1.0,3.0
123239,LCS,Red,Dignitas,0,22194.0,27928.0,476.0,26926.0,29101.0,511.0,-4732.0,-1173.0,-35.0,1.0,1.0,3.0,3.0,4.0,1.0
123262,LCS,Blue,Dignitas,0,24474.0,27438.0,471.0,27729.0,28773.0,482.0,-3255.0,-1335.0,-11.0,4.0,6.0,7.0,7.0,16.0,4.0
123263,LCS,Red,Evil Geniuses,1,27729.0,28773.0,482.0,24474.0,27438.0,471.0,3255.0,1335.0,11.0,7.0,16.0,4.0,4.0,6.0,7.0
123298,LCK,Blue,DWG KIA,1,27211.0,30461.0,540.0,23991.0,29994.0,517.0,3220.0,467.0,23.0,6.0,7.0,4.0,4.0,5.0,6.0
123299,LCK,Red,Gen.G,0,23991.0,29994.0,517.0,27211.0,30461.0,540.0,-3220.0,-467.0,-23.0,4.0,5.0,6.0,6.0,7.0,4.0
123346,LCK,Blue,DWG KIA,1,24538.0,29034.0,523.0,21414.0,27510.0,485.0,3124.0,1524.0,38.0,3.0,5.0,1.0,1.0,0.0,3.0
123347,LCK,Red,Gen.G,0,21414.0,27510.0,485.0,24538.0,29034.0,523.0,-3124.0,-1524.0,-38.0,1.0,0.0,3.0,3.0,5.0,1.0
123490,LCK,Blue,T1,1,26688.0,30290.0,550.0,25512.0,31194.0,539.0,1176.0,-904.0,11.0,3.0,4.0,4.0,4.0,8.0,3.0
123491,LCK,Red,DRX,0,25512.0,31194.0,539.0,26688.0,30290.0,550.0,-1176.0,904.0,-11.0,4.0,8.0,3.0,3.0,4.0,4.0
123550,LCK,Blue,DRX,0,27496.0,32124.0,582.0,26078.0,28037.0,528.0,1418.0,4087.0,54.0,4.0,8.0,1.0,1.0,1.0,4.0
123551,LCK,Red,T1,1,26078.0,28037.0,528.0,27496.0,32124.0,582.0,-1418.0,-4087.0,-54.0,1.0,1.0,4.0,4.0,8.0,1.0
123994,LCS,Blue,Cloud9,0,24085.0,28696.0,529.0,27776.0,30230.0,519.0,-3691.0,-1534.0,10.0,2.0,4.0,4.0,4.0,4.0,2.0
123995,LCS,Red,Team Liquid,1,27776.0,30230.0,519.0,24085.0,28696.0,529.0,3691.0,1534.0,-10.0,4.0,4.0,2.0,2.0,4.0,4.0
124006,LCS,Blue,Team Liquid,1,27861.0,28367.0,505.0,22077.0,27313.0,495.0,5784.0,1054.0,10.0,4.0,7.0,1.0,1.0,1.0,4.0
124007,LCS,Red,Cloud9,0,22077.0,27313.0,495.0,27861.0,28367.0,505.0,-5784.0,-1054.0,-10.0,1.0,1.0,4.0,4.0,7.0,1.0
124030,LCS,Blue,Cloud9,1,24431.0,29819.0,532.0,24240.0,28637.0,497.0,191.0,1182.0,35.0,4.0,5.0,5.0,4.0,6.0,4.0
124031,LCS,Red,Team Liquid,0,24240.0,28637.0,497.0,24431.0,29819.0,532.0,-191.0,-1182.0,-35.0,4.0,6.0,4.0,4.0,5.0,5.0
124054,LCS,Blue,Cloud9,0,23892.0,28572.0,513.0,26375.0,31210.0,533.0,-2483.0,-2638.0,-20.0,3.0,7.0,7.0,7.0,16.0,3.0
124055,LCS,Red,Team Liquid,1,26375.0,31210.0,533.0,23892.0,28572.0,513.0,2483.0,2638.0,20.0,7.0,16.0,3.0,3.0,7.0,7.0
125518,LCK,Blue,Hanwha Life Esports,0,22341.0,27540.0,475.0,23885.0,27676.0,500.0,-1544.0,-136.0,-25.0,2.0,4.0,2.0,2.0,2.0,2.0
125519,LCK,Red,Kwangdong Freecs,1,23885.0,27676.0,500.0,22341.0,27540.0,475.0,1544.0,136.0,25.0,2.0,2.0,2.0,2.0,4.0,2.0
125554,LCK,Blue,Hanwha Life Esports,0,25155.0,31076.0,550.0,27280.0,29101.0,503.0,-2125.0,1975.0,47.0,4.0,8.0,8.0,8.0,20.0,4.0
125555,LCK,Red,Kwangdong Freecs,1,27280.0,29101.0,503.0,25155.0,31076.0,550.0,2125.0,-1975.0,-47.0,8.0,20.0,4.0,4.0,8.0,8.0
125602,LCK,Blue,Liiv SANDBOX,1,24655.0,29957.0,536.0,22769.0,28544.0,538.0,1886.0,1413.0,-2.0,3.0,5.0,0.0,0.0,0.0,3.0
125603,LCK,Red,KT Rolster,0,22769.0,28544.0,538.0,24655.0,29957.0,536.0,-1886.0,-1413.0,2.0,0.0,0.0,3.0,3.0,5.0,0.0
125686,LCK,Blue,Liiv SANDBOX,0,26329.0,30977.0,582.0,23657.0,30340.0,538.0,2672.0,637.0,44.0,2.0,2.0,2.0,2.0,4.0,2.0
125687,LCK,Red,KT Rolster,1,23657.0,30340.0,538.0,26329.0,30977.0,582.0,-2672.0,-637.0,-44.0,2.0,4.0,2.0,2.0,2.0,2.0
125734,LCK,Blue,Liiv SANDBOX,0,24078.0,30105.0,565.0,24263.0,29984.0,542.0,-185.0,121.0,23.0,1.0,2.0,3.0,3.0,4.0,1.0
125735,LCK,Red,KT Rolster,1,24263.0,29984.0,542.0,24078.0,30105.0,565.0,185.0,-121.0,-23.0,3.0,4.0,1.0,1.0,2.0,3.0
125926,LCS,Blue,Dignitas,0,24162.0,29139.0,518.0,23452.0,30423.0,573.0,710.0,-1284.0,-55.0,1.0,2.0,0.0,0.0,0.0,1.0
125927,LCS,Red,Immortals,1,23452.0,30423.0,573.0,24162.0,29139.0,518.0,-710.0,1284.0,55.0,0.0,0.0,1.0,1.0,2.0,0.0
125962,LCS,Blue,Dignitas,0,21630.0,27705.0,478.0,26163.0,30668.0,500.0,-4533.0,-2963.0,-22.0,1.0,2.0,6.0,6.0,6.0,1.0
125963,LCS,Red,Immortals,1,26163.0,30668.0,500.0,21630.0,27705.0,478.0,4533.0,2963.0,22.0,6.0,6.0,1.0,1.0,2.0,6.0
125974,LCS,Blue,Immortals,1,25422.0,27155.0,443.0,24282.0,26381.0,463.0,1140.0,774.0,-20.0,8.0,11.0,5.0,5.0,12.0,8.0
125975,LCS,Red,Dignitas,0,24282.0,26381.0,463.0,25422.0,27155.0,443.0,-1140.0,-774.0,20.0,5.0,12.0,8.0,8.0,11.0,5.0
125998,LCK,Blue,Gen.G,1,24382.0,29646.0,531.0,23852.0,28087.0,514.0,530.0,1559.0,17.0,3.0,8.0,1.0,1.0,4.0,3.0
125999,LCK,Red,Fredit BRION,0,23852.0,28087.0,514.0,24382.0,29646.0,531.0,-530.0,-1559.0,-17.0,1.0,4.0,3.0,3.0,8.0,1.0
126034,LCK,Blue,Fredit BRION,1,23475.0,27565.0,504.0,23789.0,27846.0,506.0,-314.0,-281.0,-2.0,3.0,6.0,4.0,4.0,10.0,3.0
126035,LCK,Red,Gen.G,0,23789.0,27846.0,506.0,23475.0,27565.0,504.0,314.0,281.0,2.0,4.0,10.0,3.0,3.0,6.0,4.0
126082,LCK,Blue,Gen.G,1,25601.0,27757.0,513.0,23586.0,29455.0,517.0,2015.0,-1698.0,-4.0,4.0,6.0,3.0,3.0,6.0,4.0
126083,LCK,Red,Fredit BRION,0,23586.0,29455.0,517.0,25601.0,27757.0,513.0,-2015.0,1698.0,4.0,3.0,6.0,4.0,4.0,6.0,3.0
126118,LCK,Blue,DRX,0,24529.0,30510.0,517.0,24521.0,28593.0,519.0,8.0,1917.0,-2.0,5.0,8.0,5.0,5.0,8.0,5.0
126119,LCK,Red,Nongshim RedForce,1,24521.0,28593.0,519.0,24529.0,30510.0,517.0,-8.0,-1917.0,2.0,5.0,8.0,5.0,5.0,8.0,5.0
126190,LCK,Blue,DRX,0,23216.0,28438.0,508.0,24856.0,29135.0,499.0,-1640.0,-697.0,9.0,2.0,3.0,5.0,5.0,8.0,2.0
126191,LCK,Red,Nongshim RedForce,1,24856.0,29135.0,499.0,23216.0,28438.0,508.0,1640.0,697.0,-9.0,5.0,8.0,2.0,2.0,3.0,5.0
126250,LEC,Blue,Rogue,1,26784.0,30080.0,496.0,23114.0,27982.0,506.0,3670.0,2098.0,-10.0,9.0,15.0,2.0,2.0,2.0,9.0
126251,LEC,Red,Misfits Gaming,0,23114.0,27982.0,506.0,26784.0,30080.0,496.0,-3670.0,-2098.0,10.0,2.0,2.0,9.0,9.0,15.0,2.0
126274,LEC,Blue,Rogue,0,24703.0,29680.0,498.0,24143.0,28152.0,491.0,560.0,1528.0,7.0,6.0,14.0,5.0,5.0,6.0,6.0
126275,LEC,Red,Misfits Gaming,1,24143.0,28152.0,491.0,24703.0,29680.0,498.0,-560.0,-1528.0,-7.0,5.0,6.0,6.0,6.0,14.0,5.0
126286,LEC,Blue,Rogue,1,26630.0,29128.0,459.0,23398.0,27555.0,494.0,3232.0,1573.0,-35.0,6.0,9.0,1.0,1.0,0.0,6.0
126287,LEC,Red,Misfits Gaming,0,23398.0,27555.0,494.0,26630.0,29128.0,459.0,-3232.0,-1573.0,35.0,1.0,0.0,6.0,6.0,9.0,1.0
126310,LEC,Blue,Rogue,0,24988.0,28438.0,497.0,26911.0,29444.0,505.0,-1923.0,-1006.0,-8.0,4.0,7.0,7.0,7.0,14.0,4.0
126311,LEC,Red,Misfits Gaming,1,26911.0,29444.0,505.0,24988.0,28438.0,497.0,1923.0,1006.0,8.0,7.0,14.0,4.0,4.0,7.0,7.0
126322,LEC,Blue,Rogue,1,24446.0,29175.0,511.0,25909.0,29553.0,522.0,-1463.0,-378.0,-11.0,4.0,9.0,4.0,4.0,7.0,4.0
126323,LEC,Red,Misfits Gaming,0,25909.0,29553.0,522.0,24446.0,29175.0,511.0,1463.0,378.0,11.0,4.0,7.0,4.0,4.0,9.0,4.0
126358,LCS,Blue,Cloud9,1,25524.0,31441.0,579.0,24083.0,29786.0,562.0,1441.0,1655.0,17.0,2.0,5.0,1.0,1.0,2.0,2.0
126359,LCS,Red,Golden Guardians,0,24083.0,29786.0,562.0,25524.0,31441.0,579.0,-1441.0,-1655.0,-17.0,1.0,2.0,2.0,2.0,5.0,1.0
126394,LCS,Blue,Golden Guardians,0,25757.0,29834.0,521.0,25410.0,30589.0,564.0,347.0,-755.0,-43.0,5.0,13.0,5.0,5.0,9.0,5.0
126395,LCS,Red,Cloud9,1,25410.0,30589.0,564.0,25757.0,29834.0,521.0,-347.0,755.0,43.0,5.0,9.0,5.0,5.0,13.0,5.0
126406,LCS,Blue,Cloud9,1,23642.0,29542.0,528.0,22567.0,27807.0,510.0,1075.0,1735.0,18.0,2.0,3.0,2.0,2.0,4.0,2.0
126407,LCS,Red,Golden Guardians,0,22567.0,27807.0,510.0,23642.0,29542.0,528.0,-1075.0,-1735.0,-18.0,2.0,4.0,2.0,2.0,3.0,2.0
126430,LCK,Blue,DWG KIA,1,23243.0,29233.0,525.0,26798.0,31697.0,567.0,-3555.0,-2464.0,-42.0,1.0,1.0,3.0,3.0,5.0,1.0
126431,LCK,Red,Liiv SANDBOX,0,26798.0,31697.0,567.0,23243.0,29233.0,525.0,3555.0,2464.0,42.0,3.0,5.0,1.0,1.0,1.0,3.0
126466,LCK,Blue,DWG KIA,1,25527.0,30973.0,546.0,24380.0,29370.0,544.0,1147.0,1603.0,2.0,4.0,5.0,4.0,4.0,8.0,4.0
126467,LCK,Red,Liiv SANDBOX,0,24380.0,29370.0,544.0,25527.0,30973.0,546.0,-1147.0,-1603.0,-2.0,4.0,8.0,4.0,4.0,5.0,4.0
126526,LCK,Blue,Kwangdong Freecs,0,22778.0,29578.0,542.0,25967.0,31065.0,555.0,-3189.0,-1487.0,-13.0,0.0,0.0,4.0,4.0,6.0,0.0
126527,LCK,Red,KT Rolster,1,25967.0,31065.0,555.0,22778.0,29578.0,542.0,3189.0,1487.0,13.0,4.0,6.0,0.0,0.0,0.0,4.0
126658,LCK,Blue,KT Rolster,0,24781.0,29275.0,526.0,25311.0,28944.0,552.0,-530.0,331.0,-26.0,3.0,6.0,2.0,2.0,4.0,3.0
126659,LCK,Red,Kwangdong Freecs,1,25311.0,28944.0,552.0,24781.0,29275.0,526.0,530.0,-331.0,26.0,2.0,4.0,3.0,3.0,6.0,2.0
126730,LCK,Blue,Kwangdong Freecs,1,24274.0,31091.0,571.0,23836.0,30620.0,553.0,438.0,471.0,18.0,0.0,0.0,2.0,2.0,0.0,0.0
126731,LCK,Red,KT Rolster,0,23836.0,30620.0,553.0,24274.0,31091.0,571.0,-438.0,-471.0,-18.0,2.0,0.0,0.0,0.0,0.0,2.0
126814,LEC,Blue,G2 Esports,1,25363.0,29313.0,534.0,22998.0,27977.0,515.0,2365.0,1336.0,19.0,3.0,7.0,1.0,1.0,4.0,3.0
126815,LEC,Red,MAD Lions,0,22998.0,27977.0,515.0,25363.0,29313.0,534.0,-2365.0,-1336.0,-19.0,1.0,4.0,3.0,3.0,7.0,1.0
126886,LEC,Blue,G2 Esports,0,25686.0,28374.0,502.0,26577.0,29425.0,479.0,-891.0,-1051.0,23.0,7.0,9.0,8.0,8.0,17.0,7.0
126887,LEC,Red,MAD Lions,1,26577.0,29425.0,479.0,25686.0,28374.0,502.0,891.0,1051.0,-23.0,8.0,17.0,7.0,7.0,9.0,8.0
126910,LEC,Blue,G2 Esports,0,25292.0,29606.0,521.0,26521.0,28463.0,509.0,-1229.0,1143.0,12.0,5.0,7.0,4.0,4.0,7.0,5.0
126911,LEC,Red,MAD Lions,1,26521.0,28463.0,509.0,25292.0,29606.0,521.0,1229.0,-1143.0,-12.0,4.0,7.0,5.0,5.0,7.0,4.0
126922,LEC,Blue,G2 Esports,0,25005.0,27232.0,494.0,27633.0,29981.0,486.0,-2628.0,-2749.0,8.0,4.0,7.0,7.0,7.0,15.0,4.0
126923,LEC,Red,MAD Lions,1,27633.0,29981.0,486.0,25005.0,27232.0,494.0,2628.0,2749.0,-8.0,7.0,15.0,4.0,4.0,7.0,7.0
126934,LCS,Blue,100 Thieves,1,26449.0,27513.0,471.0,22899.0,27704.0,470.0,3550.0,-191.0,1.0,8.0,16.0,3.0,3.0,10.0,8.0
126935,LCS,Red,Evil Geniuses,0,22899.0,27704.0,470.0,26449.0,27513.0,471.0,-3550.0,191.0,-1.0,3.0,10.0,8.0,8.0,16.0,3.0
126958,LCS,Blue,100 Thieves,0,23715.0,26753.0,467.0,24811.0,27965.0,470.0,-1096.0,-1212.0,-3.0,3.0,3.0,5.0,5.0,7.0,3.0
126959,LCS,Red,Evil Geniuses,1,24811.0,27965.0,470.0,23715.0,26753.0,467.0,1096.0,1212.0,3.0,5.0,7.0,3.0,3.0,3.0,5.0
126982,LCS,Blue,100 Thieves,1,24557.0,31544.0,541.0,24042.0,28206.0,486.0,515.0,3338.0,55.0,4.0,7.0,2.0,2.0,3.0,4.0
126983,LCS,Red,Evil Geniuses,0,24042.0,28206.0,486.0,24557.0,31544.0,541.0,-515.0,-3338.0,-55.0,2.0,3.0,4.0,4.0,7.0,2.0
126994,LCS,Blue,100 Thieves,0,23394.0,28792.0,501.0,24590.0,29577.0,509.0,-1196.0,-785.0,-8.0,2.0,4.0,2.0,2.0,4.0,2.0
126995,LCS,Red,Evil Geniuses,1,24590.0,29577.0,509.0,23394.0,28792.0,501.0,1196.0,785.0,8.0,2.0,4.0,2.0,2.0,4.0,2.0
127018,LCS,Blue,Evil Geniuses,0,23774.0,29298.0,508.0,28406.0,30470.0,486.0,-4632.0,-1172.0,22.0,3.0,3.0,9.0,9.0,19.0,3.0
127019,LCS,Red,100 Thieves,1,28406.0,30470.0,486.0,23774.0,29298.0,508.0,4632.0,1172.0,-22.0,9.0,19.0,3.0,3.0,3.0,9.0
127054,LCK,Blue,Hanwha Life Esports,1,22294.0,28295.0,482.0,23066.0,29422.0,511.0,-772.0,-1127.0,-29.0,0.0,0.0,1.0,1.0,1.0,0.0
127055,LCK,Red,T1,0,23066.0,29422.0,511.0,22294.0,28295.0,482.0,772.0,1127.0,29.0,1.0,1.0,0.0,0.0,0.0,1.0
127102,LCK,Blue,T1,0,24150.0,29055.0,501.0,23066.0,29185.0,505.0,1084.0,-130.0,-4.0,1.0,3.0,1.0,1.0,1.0,1.0
127103,LCK,Red,Hanwha Life Esports,1,23066.0,29185.0,505.0,24150.0,29055.0,501.0,-1084.0,130.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0
127138,LCK,Blue,Gen.G,1,25016.0,28419.0,525.0,23976.0,29281.0,536.0,1040.0,-862.0,-11.0,2.0,5.0,1.0,1.0,1.0,2.0
127139,LCK,Red,Nongshim RedForce,0,23976.0,29281.0,536.0,25016.0,28419.0,525.0,-1040.0,862.0,11.0,1.0,1.0,2.0,2.0,5.0,1.0
127258,LCK,Blue,Gen.G,1,24676.0,29995.0,539.0,23627.0,27507.0,493.0,1049.0,2488.0,46.0,4.0,11.0,0.0,0.0,0.0,4.0
127259,LCK,Red,Nongshim RedForce,0,23627.0,27507.0,493.0,24676.0,29995.0,539.0,-1049.0,-2488.0,-46.0,0.0,0.0,4.0,4.0,11.0,0.0
127390,LEC,Blue,Fnatic,0,24613.0,29177.0,520.0,26850.0,31668.0,585.0,-2237.0,-2491.0,-65.0,3.0,6.0,4.0,4.0,6.0,3.0
127391,LEC,Red,Team Vitality,1,26850.0,31668.0,585.0,24613.0,29177.0,520.0,2237.0,2491.0,65.0,4.0,6.0,3.0,3.0,6.0,4.0
127426,LEC,Blue,Fnatic,1,29785.0,32519.0,500.0,23393.0,27847.0,501.0,6392.0,4672.0,-1.0,12.0,19.0,3.0,3.0,3.0,12.0
127427,LEC,Red,Team Vitality,0,23393.0,27847.0,501.0,29785.0,32519.0,500.0,-6392.0,-4672.0,1.0,3.0,3.0,12.0,12.0,19.0,3.0
127438,LEC,Blue,Team Vitality,0,26805.0,28555.0,482.0,27264.0,29560.0,504.0,-459.0,-1005.0,-22.0,5.0,6.0,8.0,8.0,15.0,5.0
127439,LEC,Red,Fnatic,1,27264.0,29560.0,504.0,26805.0,28555.0,482.0,459.0,1005.0,22.0,8.0,15.0,5.0,5.0,6.0,8.0
127450,LEC,Blue,Fnatic,0,26550.0,30130.0,556.0,27473.0,30317.0,550.0,-923.0,-187.0,6.0,2.0,1.0,4.0,4.0,3.0,2.0
127451,LEC,Red,Team Vitality,1,27473.0,30317.0,550.0,26550.0,30130.0,556.0,923.0,187.0,-6.0,4.0,3.0,2.0,2.0,1.0,4.0
127462,LEC,Blue,Team Vitality,0,22555.0,28010.0,501.0,25776.0,29037.0,530.0,-3221.0,-1027.0,-29.0,1.0,1.0,4.0,4.0,9.0,1.0
127463,LEC,Red,Fnatic,1,25776.0,29037.0,530.0,22555.0,28010.0,501.0,3221.0,1027.0,29.0,4.0,9.0,1.0,1.0,1.0,4.0
127474,LCS,Blue,Team Liquid,1,23759.0,29363.0,546.0,22754.0,28984.0,540.0,1005.0,379.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0
127475,LCS,Red,TSM,0,22754.0,28984.0,540.0,23759.0,29363.0,546.0,-1005.0,-379.0,-6.0,0.0,0.0,1.0,1.0,1.0,0.0
127486,LCS,Blue,Team Liquid,1,25522.0,25503.0,422.0,25830.0,25403.0,435.0,-308.0,100.0,-13.0,4.0,8.0,4.0,4.0,7.0,4.0
127487,LCS,Red,TSM,0,25830.0,25403.0,435.0,25522.0,25503.0,422.0,308.0,-100.0,13.0,4.0,7.0,4.0,4.0,8.0,4.0
127498,LCS,Blue,TSM,1,23921.0,29487.0,514.0,24587.0,27453.0,492.0,-666.0,2034.0,22.0,3.0,3.0,2.0,2.0,5.0,3.0
127499,LCS,Red,Team Liquid,0,24587.0,27453.0,492.0,23921.0,29487.0,514.0,666.0,-2034.0,-22.0,2.0,5.0,3.0,3.0,3.0,2.0
127510,LCS,Blue,Team Liquid,1,24526.0,29773.0,518.0,23177.0,29058.0,519.0,1349.0,715.0,-1.0,4.0,6.0,2.0,2.0,4.0,4.0
127511,LCS,Red,TSM,0,23177.0,29058.0,519.0,24526.0,29773.0,518.0,-1349.0,-715.0,1.0,2.0,4.0,4.0,4.0,6.0,2.0
128650,LCK,Blue,Nongshim RedForce,0,25354.0,29094.0,506.0,25589.0,31518.0,538.0,-235.0,-2424.0,-32.0,5.0,7.0,7.0,7.0,9.0,5.0
128651,LCK,Red,Kwangdong Freecs,1,25589.0,31518.0,538.0,25354.0,29094.0,506.0,235.0,2424.0,32.0,7.0,9.0,5.0,5.0,7.0,7.0
128734,LCK,Blue,Nongshim RedForce,1,23050.0,27847.0,503.0,24762.0,30099.0,546.0,-1712.0,-2252.0,-43.0,1.0,4.0,3.0,3.0,6.0,1.0
128735,LCK,Red,Kwangdong Freecs,0,24762.0,30099.0,546.0,23050.0,27847.0,503.0,1712.0,2252.0,43.0,3.0,6.0,1.0,1.0,4.0,3.0
128770,LCK,Blue,Nongshim RedForce,1,25159.0,28097.0,493.0,22116.0,26511.0,466.0,3043.0,1586.0,27.0,7.0,16.0,3.0,3.0,6.0,7.0
128771,LCK,Red,Kwangdong Freecs,0,22116.0,26511.0,466.0,25159.0,28097.0,493.0,-3043.0,-1586.0,-27.0,3.0,6.0,7.0,7.0,16.0,3.0
128818,LCK,Blue,Kwangdong Freecs,0,23196.0,27294.0,448.0,25209.0,28874.0,482.0,-2013.0,-1580.0,-34.0,5.0,9.0,7.0,7.0,21.0,5.0
128819,LCK,Red,Nongshim RedForce,1,25209.0,28874.0,482.0,23196.0,27294.0,448.0,2013.0,1580.0,34.0,7.0,21.0,5.0,5.0,9.0,7.0
129118,LCK,Blue,T1,1,27343.0,29390.0,516.0,22860.0,27959.0,490.0,4483.0,1431.0,26.0,10.0,23.0,3.0,3.0,6.0,10.0
129119,LCK,Red,Liiv SANDBOX,0,22860.0,27959.0,490.0,27343.0,29390.0,516.0,-4483.0,-1431.0,-26.0,3.0,6.0,10.0,10.0,23.0,3.0
129154,LCK,Blue,Liiv SANDBOX,0,23730.0,27721.0,492.0,27227.0,29712.0,508.0,-3497.0,-1991.0,-16.0,3.0,4.0,8.0,8.0,13.0,3.0
129155,LCK,Red,T1,1,27227.0,29712.0,508.0,23730.0,27721.0,492.0,3497.0,1991.0,16.0,8.0,13.0,3.0,3.0,4.0,8.0
129178,LCK,Blue,Liiv SANDBOX,0,22535.0,28893.0,537.0,24637.0,29826.0,537.0,-2102.0,-933.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
129179,LCK,Red,T1,1,24637.0,29826.0,537.0,22535.0,28893.0,537.0,2102.0,933.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
129418,LCS,Blue,Evil Geniuses,0,24356.0,28263.0,510.0,23864.0,29188.0,497.0,492.0,-925.0,13.0,1.0,0.0,2.0,2.0,4.0,1.0
129419,LCS,Red,Cloud9,1,23864.0,29188.0,497.0,24356.0,28263.0,510.0,-492.0,925.0,-13.0,2.0,4.0,1.0,1.0,0.0,2.0
129478,LCS,Blue,Evil Geniuses,0,24044.0,29292.0,527.0,23797.0,28844.0,540.0,247.0,448.0,-13.0,2.0,3.0,2.0,2.0,2.0,2.0
129479,LCS,Red,Cloud9,1,23797.0,28844.0,540.0,24044.0,29292.0,527.0,-247.0,-448.0,13.0,2.0,2.0,2.0,2.0,3.0,2.0
129538,LCS,Blue,Evil Geniuses,0,25303.0,30163.0,512.0,23723.0,29974.0,522.0,1580.0,189.0,-10.0,2.0,2.0,2.0,2.0,2.0,2.0
129539,LCS,Red,Cloud9,1,23723.0,29974.0,522.0,25303.0,30163.0,512.0,-1580.0,-189.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0
129742,LEC,Blue,Fnatic,1,24973.0,29309.0,503.0,25563.0,28064.0,483.0,-590.0,1245.0,20.0,2.0,2.0,4.0,4.0,10.0,2.0
129743,LEC,Red,Misfits Gaming,0,25563.0,28064.0,483.0,24973.0,29309.0,503.0,590.0,-1245.0,-20.0,4.0,10.0,2.0,2.0,2.0,4.0
129754,LEC,Blue,Fnatic,0,25396.0,28733.0,478.0,26539.0,30636.0,473.0,-1143.0,-1903.0,5.0,6.0,11.0,8.0,8.0,12.0,6.0
129755,LEC,Red,Misfits Gaming,1,26539.0,30636.0,473.0,25396.0,28733.0,478.0,1143.0,1903.0,-5.0,8.0,12.0,6.0,6.0,11.0,8.0
129766,LEC,Blue,Fnatic,1,28702.0,30704.0,503.0,22578.0,27826.0,499.0,6124.0,2878.0,4.0,10.0,17.0,2.0,2.0,3.0,10.0
129767,LEC,Red,Misfits Gaming,0,22578.0,27826.0,499.0,28702.0,30704.0,503.0,-6124.0,-2878.0,-4.0,2.0,3.0,10.0,10.0,17.0,2.0
129778,LEC,Blue,Fnatic,0,23195.0,27210.0,465.0,28855.0,30952.0,507.0,-5660.0,-3742.0,-42.0,4.0,7.0,8.0,8.0,16.0,4.0
129779,LEC,Red,Misfits Gaming,1,28855.0,30952.0,507.0,23195.0,27210.0,465.0,5660.0,3742.0,42.0,8.0,16.0,4.0,4.0,7.0,8.0
129790,LEC,Blue,Misfits Gaming,0,25085.0,29728.0,549.0,25361.0,28522.0,510.0,-276.0,1206.0,39.0,1.0,2.0,2.0,2.0,5.0,1.0
129791,LEC,Red,Fnatic,1,25361.0,28522.0,510.0,25085.0,29728.0,549.0,276.0,-1206.0,-39.0,2.0,5.0,1.0,1.0,2.0,2.0
129802,LCS,Blue,TSM,1,24027.0,30502.0,558.0,23726.0,30209.0,559.0,301.0,293.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0
129803,LCS,Red,Immortals,0,23726.0,30209.0,559.0,24027.0,30502.0,558.0,-301.0,-293.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0
129826,LCS,Blue,TSM,1,25227.0,29371.0,486.0,25702.0,29665.0,486.0,-475.0,-294.0,0.0,5.0,11.0,6.0,6.0,15.0,5.0
129827,LCS,Red,Immortals,0,25702.0,29665.0,486.0,25227.0,29371.0,486.0,475.0,294.0,0.0,6.0,15.0,5.0,5.0,11.0,6.0
129862,LCS,Blue,Immortals,1,29658.0,29857.0,456.0,24401.0,28368.0,482.0,5257.0,1489.0,-26.0,12.0,18.0,5.0,5.0,7.0,12.0
129863,LCS,Red,TSM,0,24401.0,28368.0,482.0,29658.0,29857.0,456.0,-5257.0,-1489.0,26.0,5.0,7.0,12.0,12.0,18.0,5.0
129886,LCS,Blue,TSM,1,27538.0,30775.0,559.0,22349.0,27667.0,490.0,5189.0,3108.0,69.0,4.0,7.0,1.0,1.0,3.0,4.0
129887,LCS,Red,Immortals,0,22349.0,27667.0,490.0,27538.0,30775.0,559.0,-5189.0,-3108.0,-69.0,1.0,3.0,4.0,4.0,7.0,1.0
129958,LCK,Blue,DWG KIA,1,26253.0,28242.0,468.0,24322.0,28649.0,485.0,1931.0,-407.0,-17.0,8.0,22.0,5.0,5.0,9.0,8.0
129959,LCK,Red,Nongshim RedForce,0,24322.0,28649.0,485.0,26253.0,28242.0,468.0,-1931.0,407.0,17.0,5.0,9.0,8.0,8.0,22.0,5.0
130018,LCK,Blue,Nongshim RedForce,0,23899.0,29055.0,509.0,25696.0,29198.0,518.0,-1797.0,-143.0,-9.0,2.0,2.0,4.0,4.0,3.0,2.0
130019,LCK,Red,DWG KIA,1,25696.0,29198.0,518.0,23899.0,29055.0,509.0,1797.0,143.0,9.0,4.0,3.0,2.0,2.0,2.0,4.0
130054,LCK,Blue,Nongshim RedForce,0,24094.0,28164.0,479.0,28087.0,31312.0,514.0,-3993.0,-3148.0,-35.0,4.0,6.0,11.0,11.0,21.0,4.0
130055,LCK,Red,DWG KIA,1,28087.0,31312.0,514.0,24094.0,28164.0,479.0,3993.0,3148.0,35.0,11.0,21.0,4.0,4.0,6.0,11.0
